assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_052040695.1	PRJNA224116	SAMN48008028	na	na	470	470	Acinetobacter baumannii	strain=AB16-AUFP	na	latest	Complete Genome	Major	Full	2025-08-16	ASM5204069v1	Alexandria University	GCA_052040695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/040/695/GCF_052040695.1_ASM5204069v1/	na	na	na	haploid	bacteria	4163968	4163968	39.000000	3	3	3	NCBI RefSeq	GCF_052040695.1-RS_2025_08_15	2025-08-15	4059	3877	95	na
GCF_052051545.1	PRJNA224116	SAMN42124040	na	na	470	470	Acinetobacter baumannii	strain=AB-41_FGL	na	latest	Complete Genome	Major	Full	2025-08-16	ASM5205154v1	Translational Health Science and Technology Institute	GCA_052051545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/051/545/GCF_052051545.1_ASM5205154v1/	na	na	na	haploid	bacteria	3938317	3938317	39.000000	2	2	2	NCBI RefSeq	GCF_052051545.1-RS_2025_08_15	2025-08-15	3763	3596	95	na
GCF_052052195.1	PRJNA224116	SAMN42124039	na	na	470	470	Acinetobacter baumannii	strain=AB-40_FGL	na	latest	Complete Genome	Major	Full	2025-08-16	ASM5205219v1	Translational Health Science and Technology Institute	GCA_052052195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/052/195/GCF_052052195.1_ASM5205219v1/	na	na	na	haploid	bacteria	4044437	4044437	39.000000	5	5	5	NCBI RefSeq	GCF_052052195.1-RS_2025_08_15	2025-08-15	3905	3740	96	na
GCF_052052205.1	PRJNA224116	SAMN42124038	na	na	470	470	Acinetobacter baumannii	strain=AB-39_FGL	na	latest	Complete Genome	Major	Full	2025-08-16	ASM5205220v1	Translational Health Science and Technology Institute	GCA_052052205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/052/205/GCF_052052205.1_ASM5205220v1/	na	na	na	haploid	bacteria	3847904	3847904	39.000000	3	3	3	NCBI RefSeq	GCF_052052205.1-RS_2025_08_15	2025-08-15	3641	3486	96	na
GCF_052052835.1	PRJNA224116	SAMN42124037	na	na	470	470	Acinetobacter baumannii	strain=AB-38_FGL	na	latest	Complete Genome	Major	Full	2025-08-16	ASM5205283v1	Translational Health Science and Technology Institute	GCA_052052835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/052/835/GCF_052052835.1_ASM5205283v1/	na	na	na	haploid	bacteria	4613804	4613804	39.000000	6	6	6	NCBI RefSeq	GCF_052052835.1-RS_2025_08_16	2025-08-16	4524	4325	94	na
GCF_052052845.1	PRJNA224116	SAMN42124036	na	na	470	470	Acinetobacter baumannii	strain=AB-37_FGL	na	latest	Complete Genome	Major	Full	2025-08-16	ASM5205284v1	Translational Health Science and Technology Institute	GCA_052052845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/052/845/GCF_052052845.1_ASM5205284v1/	na	na	na	haploid	bacteria	3839923	3839923	39.000000	2	2	2	NCBI RefSeq	GCF_052052845.1-RS_2025_08_16	2025-08-16	3643	3491	95	na
GCF_052053485.1	PRJNA224116	SAMN42124034	na	na	470	470	Acinetobacter baumannii	strain=AB-34_FGL	na	latest	Complete Genome	Major	Full	2025-08-16	ASM5205348v1	Translational Health Science and Technology Institute	GCA_052053485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/053/485/GCF_052053485.1_ASM5205348v1/	na	na	na	haploid	bacteria	3939671	3939671	39.000000	3	3	3	NCBI RefSeq	GCF_052053485.1-RS_2025_08_16	2025-08-16	3764	3597	95	na
GCF_052053505.1	PRJNA224116	SAMN42124031	na	na	470	470	Acinetobacter baumannii	strain=AB-26_FGL	na	latest	Complete Genome	Major	Full	2025-08-16	ASM5205350v1	Translational Health Science and Technology Institute	GCA_052053505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/053/505/GCF_052053505.1_ASM5205350v1/	na	na	na	haploid	bacteria	4169459	4169459	39.000000	7	7	7	NCBI RefSeq	GCF_052053505.1-RS_2025_08_16	2025-08-16	4035	3717	97	na
GCF_052054115.1	PRJNA224116	SAMN42124030	na	na	470	470	Acinetobacter baumannii	strain=AB-25_FGL	na	latest	Complete Genome	Major	Full	2025-08-16	ASM5205411v1	Translational Health Science and Technology Institute	GCA_052054115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/054/115/GCF_052054115.1_ASM5205411v1/	na	na	na	haploid	bacteria	3983385	3983385	39.000000	3	3	3	NCBI RefSeq	GCF_052054115.1-RS_2025_08_16	2025-08-16	3865	3714	96	na
GCF_052054135.1	PRJNA224116	SAMN42124029	na	na	470	470	Acinetobacter baumannii	strain=AB-20_FGL	na	latest	Complete Genome	Major	Full	2025-08-16	ASM5205413v1	Translational Health Science and Technology Institute	GCA_052054135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/054/135/GCF_052054135.1_ASM5205413v1/	na	na	na	haploid	bacteria	4161013	4161013	39.000000	7	7	7	NCBI RefSeq	GCF_052054135.1-RS_2025_08_16	2025-08-16	4087	3843	97	na
GCF_052054815.1	PRJNA224116	SAMN42124027	na	na	470	470	Acinetobacter baumannii	strain=AB-18_FGL	na	latest	Complete Genome	Major	Full	2025-08-16	ASM5205481v1	Translational Health Science and Technology Institute	GCA_052054815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/054/815/GCF_052054815.1_ASM5205481v1/	na	na	na	haploid	bacteria	4599485	4599485	39.000000	6	6	6	NCBI RefSeq	GCF_052054815.1-RS_2025_08_16	2025-08-16	4511	4318	94	na
GCF_052054865.1	PRJNA224116	SAMN42124026	na	na	470	470	Acinetobacter baumannii	strain=AB-14_FGL	na	latest	Complete Genome	Major	Full	2025-08-16	ASM5205486v1	Translational Health Science and Technology Institute	GCA_052054865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/054/865/GCF_052054865.1_ASM5205486v1/	na	na	na	haploid	bacteria	4233717	4233717	39.000000	7	7	7	NCBI RefSeq	GCF_052054865.1-RS_2025_08_16	2025-08-16	4202	3944	97	na
GCF_052055445.1	PRJNA224116	SAMN42124025	na	na	470	470	Acinetobacter baumannii	strain=AB-12_FGL	na	latest	Complete Genome	Major	Full	2025-08-16	ASM5205544v1	Translational Health Science and Technology Institute	GCA_052055445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/055/445/GCF_052055445.1_ASM5205544v1/	na	na	na	haploid	bacteria	4172346	4172346	39.000000	2	2	2	NCBI RefSeq	GCF_052055445.1-RS_2025_08_16	2025-08-16	4048	3891	95	na
GCF_052055455.1	PRJNA224116	SAMN42124024	na	na	470	470	Acinetobacter baumannii	strain=AB-10_FGL	na	latest	Complete Genome	Major	Full	2025-08-16	ASM5205545v1	Translational Health Science and Technology Institute	GCA_052055455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/055/455/GCF_052055455.1_ASM5205545v1/	na	na	na	haploid	bacteria	4044823	4044823	39.000000	4	4	4	NCBI RefSeq	GCF_052055455.1-RS_2025_08_16	2025-08-16	3890	3710	96	na
GCF_052055465.1	PRJNA224116	SAMN42124022	na	na	470	470	Acinetobacter baumannii	strain=AB-3_FGL	na	latest	Complete Genome	Major	Full	2025-08-16	ASM5205546v1	Translational Health Science and Technology Institute	GCA_052055465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/055/465/GCF_052055465.1_ASM5205546v1/	na	na	na	haploid	bacteria	4171076	4171076	39.000000	5	5	5	NCBI RefSeq	GCF_052055465.1-RS_2025_08_16	2025-08-16	4101	3866	95	na
GCF_052071855.1	PRJNA224116	SAMN48008035	JBQGLO000000000.1	na	470	470	Acinetobacter baumannii	strain=AB30-AUFP	na	latest	Complete Genome	Major	Full	2025-08-17	ASM5207185v1	Alexandria University	GCA_052071855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/071/855/GCF_052071855.1_ASM5207185v1/	na	na	na	haploid	bacteria	4115552	4115552	39.500000	2	2	2	NCBI RefSeq	GCF_052071855.1-RS_2025_08_17	2025-08-17	4012	3807	96	na
GCF_052186095.1	PRJNA224116	SAMN48287891	na	na	470	470	Acinetobacter baumannii	strain=Ab803	na	latest	Complete Genome	Major	Full	2025-08-23	ASM5218609v1	Washington university in St Louis	GCA_052186095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/186/095/GCF_052186095.1_ASM5218609v1/	na	na	na	haploid	bacteria	4118784	4118784	39.000000	4	4	4	NCBI RefSeq	GCF_052186095.1-RS_2025_08_23	2025-08-23	3982	3798	96	na
GCF_052186105.1	PRJNA224116	SAMN48287745	na	na	470	470	Acinetobacter baumannii	strain=Ab398	na	latest	Complete Genome	Major	Full	2025-08-23	ASM5218610v1	Washington university in St Louis	GCA_052186105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/186/105/GCF_052186105.1_ASM5218610v1/	na	na	na	haploid	bacteria	3770701	3770701	39.000000	1	1	1	NCBI RefSeq	GCF_052186105.1-RS_2025_08_23	2025-08-23	3522	3386	96	na
GCF_052216375.1	PRJNA224116	SAMN48318243	na	na	470	470	Acinetobacter baumannii	strain=Ab014	na	latest	Complete Genome	Major	Full	2025-08-24	ASM5221637v1	Washington University in Saint Louis School of Medicine	GCA_052216375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/216/375/GCF_052216375.1_ASM5221637v1/	na	na	na	haploid	bacteria	4137280	4137280	39.000000	2	2	2	NCBI RefSeq	GCF_052216375.1-RS_2025_08_24	2025-08-24	3945	3758	96	na
GCF_052216805.1	PRJNA224116	SAMN50651630	JBQOVR000000000.1	na	470	470	Acinetobacter baumannii	strain=INC51	na	latest	Complete Genome	Major	Full	2025-08-23	ASM5221680v1	Universidad Nacional Autonoma de Mexico. Centro de Ciencias Genomicas	GCA_052216805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/216/805/GCF_052216805.1_ASM5221680v1/	na	na	na	haploid	bacteria	3951073	3951073	39.000000	3	3	3	NCBI RefSeq	GCF_052216805.1-RS_2025_08_24	2025-08-24	3852	3532	96	na
GCF_052216865.1	PRJNA224116	SAMN50651639	JBQOVK000000000.1	na	470	470	Acinetobacter baumannii	strain=INC953	na	latest	Complete Genome	Major	Full	2025-08-23	ASM5221686v1	Universidad Nacional Autonoma de Mexico. Centro de Ciencias Genomicas	GCA_052216865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/216/865/GCF_052216865.1_ASM5221686v1/	na	na	na	haploid	bacteria	3930311	3930311	39.000000	5	5	5	NCBI RefSeq	GCF_052216865.1-RS_2025_08_24	2025-08-24	3713	3525	95	na
GCF_052216885.1	PRJNA224116	SAMN50651634	JBQOVN000000000.1	na	470	470	Acinetobacter baumannii	strain=INC340	na	latest	Complete Genome	Major	Full	2025-08-23	ASM5221688v1	Universidad Nacional Autonoma de Mexico. Centro de Ciencias Genomicas	GCA_052216885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/216/885/GCF_052216885.1_ASM5221688v1/	na	na	na	haploid	bacteria	3958841	3958841	39.000000	3	3	3	NCBI RefSeq	GCF_052216885.1-RS_2025_08_24	2025-08-24	3858	3536	99	na
GCF_052216905.1	PRJNA224116	SAMN50651636	JBQOVM000000000.1	na	470	470	Acinetobacter baumannii	strain=INC421	na	latest	Complete Genome	Major	Full	2025-08-23	ASM5221690v1	Universidad Nacional Autonoma de Mexico. Centro de Ciencias Genomicas	GCA_052216905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/216/905/GCF_052216905.1_ASM5221690v1/	na	na	na	haploid	bacteria	4000495	4000495	39.000000	5	5	5	NCBI RefSeq	GCF_052216905.1-RS_2025_08_24	2025-08-24	3787	3585	95	na
GCF_052216925.1	PRJNA224116	SAMN50651638	JBQOVL000000000.1	na	470	470	Acinetobacter baumannii	strain=INC796	na	latest	Complete Genome	Major	Full	2025-08-23	ASM5221692v1	Universidad Nacional Autonoma de Mexico. Centro de Ciencias Genomicas	GCA_052216925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/216/925/GCF_052216925.1_ASM5221692v1/	na	na	na	haploid	bacteria	3950208	3950208	39.000000	3	3	3	NCBI RefSeq	GCF_052216925.1-RS_2025_08_24	2025-08-24	3851	3531	96	na
GCF_052216945.1	PRJNA224116	SAMN50651633	JBQOVO000000000.1	na	470	470	Acinetobacter baumannii	strain=INC277	na	latest	Complete Genome	Major	Full	2025-08-23	ASM5221694v1	Universidad Nacional Autonoma de Mexico. Centro de Ciencias Genomicas	GCA_052216945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/216/945/GCF_052216945.1_ASM5221694v1/	na	na	na	haploid	bacteria	3978002	3978002	39.000000	4	4	4	NCBI RefSeq	GCF_052216945.1-RS_2025_08_24	2025-08-24	3758	3556	95	na
GCF_052216965.1	PRJNA224116	SAMN50651632	JBQOVP000000000.1	na	470	470	Acinetobacter baumannii	strain=INC273	na	latest	Complete Genome	Major	Full	2025-08-23	ASM5221696v1	Universidad Nacional Autonoma de Mexico. Centro de Ciencias Genomicas	GCA_052216965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/216/965/GCF_052216965.1_ASM5221696v1/	na	na	na	haploid	bacteria	3977850	3977850	39.000000	4	4	4	NCBI RefSeq	GCF_052216965.1-RS_2025_08_24	2025-08-24	3758	3557	95	na
GCF_052216995.1	PRJNA224116	SAMN50651631	JBQOVQ000000000.1	na	470	470	Acinetobacter baumannii	strain=INC235	na	latest	Complete Genome	Major	Full	2025-08-23	ASM5221699v1	Universidad Nacional Autonoma de Mexico. Centro de Ciencias Genomicas	GCA_052216995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/216/995/GCF_052216995.1_ASM5221699v1/	na	na	na	haploid	bacteria	4191381	4191381	39.000000	3	3	3	NCBI RefSeq	GCF_052216995.1-RS_2025_08_24	2025-08-24	4119	3957	97	na
GCF_052218465.1	PRJNA224116	SAMN50651637	na	na	470	470	Acinetobacter baumannii	strain=INC793	na	latest	Complete Genome	Major	Full	2025-08-25	ASM5221846v1	Universidad Nacional Autonoma de Mexico. Centro de Ciencias Genomicas	GCA_052218465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/218/465/GCF_052218465.1_ASM5221846v1/	na	na	na	haploid	bacteria	3812959	3812959	39.000000	1	1	1	NCBI RefSeq	GCF_052218465.1-RS_2025_08_25	2025-08-25	3553	3404	96	na
GCF_052218475.1	PRJNA224116	SAMN50651635	na	na	470	470	Acinetobacter baumannii	strain=INC354	na	latest	Complete Genome	Major	Full	2025-08-25	ASM5221847v1	Universidad Nacional Autonoma de Mexico. Centro de Ciencias Genomicas	GCA_052218475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/218/475/GCF_052218475.1_ASM5221847v1/	na	na	na	haploid	bacteria	3812954	3812954	39.000000	1	1	1	NCBI RefSeq	GCF_052218475.1-RS_2025_08_25	2025-08-25	3553	3404	96	na
GCF_052540645.1	PRJNA224116	SAMN50811333	na	na	470	470	Acinetobacter baumannii	strain=AB2-1	na	latest	Complete Genome	Major	Full	2025-09-17	ASM5254064v1	Nanchang University	GCA_052540645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/540/645/GCF_052540645.1_ASM5254064v1/	na	na	na	haploid	bacteria	4057641	4057641	39.000000	1	1	1	NCBI RefSeq	GCF_052540645.1-RS_2025_09_15	2025-09-15	3940	3783	95	na
GCF_052721215.1	PRJNA224116	SAMN48554266	na	na	470	470	Acinetobacter baumannii	strain=W068	na	latest	Complete Genome	Major	Full	2025-09-20	ASM5272121v1	Chinese Center for Disease Control and Prevention	GCA_052721215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/721/215/GCF_052721215.1_ASM5272121v1/	na	na	na	haploid	bacteria	3773819	3773819	39.000000	5	5	5	NCBI RefSeq	GCF_052721215.1-RS_2025_09_19	2025-09-19	3660	3394	95	na
GCF_052721225.1	PRJNA224116	SAMN48554265	na	na	470	470	Acinetobacter baumannii	strain=HN85 NT	na	latest	Complete Genome	Major	Full	2025-09-20	ASM5272122v1	Chinese Center for Disease Control and Prevention	GCA_052721225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/721/225/GCF_052721225.1_ASM5272122v1/	na	na	na	haploid	bacteria	3976648	3976648	39.000000	1	1	1	NCBI RefSeq	GCF_052721225.1-RS_2025_09_19	2025-09-19	3850	3672	96	na
GCF_052721235.1	PRJNA224116	SAMN48554264	na	na	470	470	Acinetobacter baumannii	strain=HN85 SR	na	latest	Complete Genome	Major	Full	2025-09-20	ASM5272123v1	Chinese Center for Disease Control and Prevention	GCA_052721235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/721/235/GCF_052721235.1_ASM5272123v1/	na	na	na	haploid	bacteria	3985743	3985743	39.000000	1	1	1	NCBI RefSeq	GCF_052721235.1-RS_2025_09_19	2025-09-19	3860	3682	96	na
GCF_052721245.1	PRJNA224116	SAMN48554263	na	na	470	470	Acinetobacter baumannii	strain=HN85 ET_2	na	latest	Complete Genome	Major	Full	2025-09-20	ASM5272124v1	Chinese Center for Disease Control and Prevention	GCA_052721245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/721/245/GCF_052721245.1_ASM5272124v1/	na	na	na	haploid	bacteria	3984654	3984654	39.000000	1	1	1	NCBI RefSeq	GCF_052721245.1-RS_2025_09_19	2025-09-19	3858	3680	96	na
GCF_052721255.1	PRJNA224116	SAMN48554262	na	na	470	470	Acinetobacter baumannii	strain=HN85 ET_1	na	latest	Complete Genome	Major	Full	2025-09-20	ASM5272125v1	Chinese Center for Disease Control and Prevention	GCA_052721255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/721/255/GCF_052721255.1_ASM5272125v1/	na	na	na	haploid	bacteria	3986543	3986543	39.000000	1	1	1	NCBI RefSeq	GCF_052721255.1-RS_2025_09_19	2025-09-19	3859	3665	96	na
GCF_052721265.1	PRJNA224116	SAMN48554261	na	na	470	470	Acinetobacter baumannii	strain=W068	na	latest	Complete Genome	Major	Full	2025-09-20	ASM5272126v1	Chinese Center for Disease Control and Prevention	GCA_052721265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/721/265/GCF_052721265.1_ASM5272126v1/	na	na	na	haploid	bacteria	3772991	3772991	39.000000	5	5	5	NCBI RefSeq	GCF_052721265.1-RS_2025_09_19	2025-09-19	3661	3395	95	na
GCF_052721275.1	PRJNA224116	SAMN48554260	na	na	470	470	Acinetobacter baumannii	strain=HN85	na	latest	Complete Genome	Major	Full	2025-09-20	ASM5272127v1	Chinese Center for Disease Control and Prevention	GCA_052721275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/721/275/GCF_052721275.1_ASM5272127v1/	na	na	na	haploid	bacteria	3975818	3975818	39.000000	1	1	1	NCBI RefSeq	GCF_052721275.1-RS_2025_09_19	2025-09-19	3847	3671	96	na
GCF_052905705.1	PRJNA224116	SAMN48008040	JBREFZ000000000.1	na	470	470	Acinetobacter baumannii	strain=AB41-AUFP	na	latest	Complete Genome	Major	Full	2025-09-28	ASM5290570v1	Alexandria University	GCA_052905705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/905/705/GCF_052905705.1_ASM5290570v1/	na	na	na	haploid	bacteria	4117500	4117500	39.000000	3	3	3	NCBI RefSeq	GCF_052905705.1-RS_2025_09_29	2025-09-29	4008	3830	95	na
GCF_052956575.1	PRJNA224116	SAMN36987402	na	na	470	470	Acinetobacter baumannii	strain=RAES13	na	latest	Complete Genome	Major	Full	2025-11-17	ASM5295657v1	Seoul National University	GCA_052956575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/956/575/GCF_052956575.1_ASM5295657v1/	na	na	na	haploid	bacteria	3996944	3996944	39.000000	2	2	2	NCBI RefSeq	GCF_052956575.1-RS_2025_11_17	2025-11-17	3779	3638	97	na
GCF_053101895.1	PRJNA224116	SAMN51256560	JBRNWS000000000.1	na	470	470	Acinetobacter baumannii	strain=3634596018	na	latest	Complete Genome	Major	Full	2025-10-16	ASM5310189v1	shenzhen hopspital of southern medical university	GCA_053101895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/053/101/895/GCF_053101895.1_ASM5310189v1/	na	na	na	haploid	bacteria	4039479	4039479	39.000000	1	1	1	NCBI RefSeq	GCF_053101895.1-RS_2025_11_18	2025-11-18	3877	3696	96	na
GCF_053151155.1	PRJNA224116	SAMN48318240	JBRRHA000000000.1	na	470	470	Acinetobacter baumannii	strain=G7	na	latest	Complete Genome	Major	Full	2025-10-21	ASM5315115v1	Washington University in Saint Louis School of Medicine	GCA_053151155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/053/151/155/GCF_053151155.1_ASM5315115v1/	na	na	na	haploid	bacteria	3961745	3961745	39.000000	4	4	4	NCBI RefSeq	GCF_053151155.1-RS_2025_11_18	2025-11-18	3819	3657	95	41021605
GCF_053175675.1	PRJNA224116	SAMN48840878	na	na	470	470	Acinetobacter baumannii	strain=AB2041	na	latest	Complete Genome	Major	Full	2025-11-19	ASM5317567v1	UNIVERSITE LIBRE DE BRUXELLES	GCA_053175675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/053/175/675/GCF_053175675.1_ASM5317567v1/	na	na	na	haploid	bacteria	3911887	3911887	39.000000	6	6	6	NCBI RefSeq	GCF_053175675.1-RS_2025_11_18	2025-11-18	3742	3573	96	na
GCF_053175685.1	PRJNA224116	SAMN48840877	na	na	470	470	Acinetobacter baumannii	strain=AB2039	na	latest	Complete Genome	Major	Full	2025-11-19	ASM5317568v1	UNIVERSITE LIBRE DE BRUXELLES	GCA_053175685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/053/175/685/GCF_053175685.1_ASM5317568v1/	na	na	na	haploid	bacteria	4162660	4162660	39.000000	3	3	3	NCBI RefSeq	GCF_053175685.1-RS_2025_11_18	2025-11-18	4093	3901	96	na
GCF_053175695.1	PRJNA224116	SAMN48840876	na	na	470	470	Acinetobacter baumannii	strain=AB2038	na	latest	Complete Genome	Major	Full	2025-11-19	ASM5317569v1	UNIVERSITE LIBRE DE BRUXELLES	GCA_053175695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/053/175/695/GCF_053175695.1_ASM5317569v1/	na	na	na	haploid	bacteria	3961809	3961809	39.000000	3	3	3	NCBI RefSeq	GCF_053175695.1-RS_2025_11_18	2025-11-18	3760	3584	95	na
GCF_053175705.1	PRJNA224116	SAMN48840875	na	na	470	470	Acinetobacter baumannii	strain=AB2016	na	latest	Complete Genome	Major	Full	2025-11-19	ASM5317570v1	UNIVERSITE LIBRE DE BRUXELLES	GCA_053175705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/053/175/705/GCF_053175705.1_ASM5317570v1/	na	na	na	haploid	bacteria	4019751	4019751	39.000000	3	3	3	NCBI RefSeq	GCF_053175705.1-RS_2025_11_18	2025-11-18	3868	3675	95	na
GCF_053175715.1	PRJNA224116	SAMN48840874	na	na	470	470	Acinetobacter baumannii	strain=AB2012	na	latest	Complete Genome	Major	Full	2025-11-19	ASM5317571v1	UNIVERSITE LIBRE DE BRUXELLES	GCA_053175715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/053/175/715/GCF_053175715.1_ASM5317571v1/	na	na	na	haploid	bacteria	4074759	4074759	39.000000	3	3	3	NCBI RefSeq	GCF_053175715.1-RS_2025_11_18	2025-11-18	3932	3759	95	na
GCF_053175725.1	PRJNA224116	SAMN48840873	na	na	470	470	Acinetobacter baumannii	strain=AB1944	na	latest	Complete Genome	Major	Full	2025-11-19	ASM5317572v1	UNIVERSITE LIBRE DE BRUXELLES	GCA_053175725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/053/175/725/GCF_053175725.1_ASM5317572v1/	na	na	na	haploid	bacteria	4035281	4035281	39.000000	3	3	3	NCBI RefSeq	GCF_053175725.1-RS_2025_11_18	2025-11-18	3879	3703	95	na
GCF_053220455.1	PRJNA224116	SAMN51289188	JBRUXD000000000.1	na	470	470	Acinetobacter baumannii	strain=1e	na	latest	Complete Genome	Major	Full	2025-10-27	ASM5322045v1	Ain Shams University, Faculty of Pharmacy	GCA_053220455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/053/220/455/GCF_053220455.1_ASM5322045v1/	na	na	na	haploid	bacteria	3920785	3920785	39.000000	1	1	1	NCBI RefSeq	GCF_053220455.1-RS_2025_11_18	2025-11-18	3752	3538	96	na
GCF_053236225.1	PRJNA224116	SAMN50904861	JBQWDW000000000.1	na	470	470	Acinetobacter baumannii	strain=398	na	latest	Complete Genome	Major	Full	2025-10-29	ASM5323622v1	Jagiellonian University Medical College	GCA_053236225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/053/236/225/GCF_053236225.1_ASM5323622v1/	na	na	na	haploid	bacteria	4057027	4057027	39.000000	2	2	2	NCBI RefSeq	GCF_053236225.1-RS_2025_11_18	2025-11-18	3911	3740	95	na
